caseid,make_get_guns,gender,ideology,trust_in_gov,religion,race
6654,Same,Female,Moderate,,Once Daily,White
4771,Same,Male,Conservative,Never,Few Times A Week,White
4509,Same,Male,Slightly Conservative,,Never,White
4497,Same,Female,Conservative,,Once A Week Or Less,White
1372,Same,Female,Moderate,,Few Times A Week,Black
526,Same,Female,Liberal,Some of the Time,Never,Hispanic
4415,Same,Male,Slightly Liberal,,Once Daily,White
3658,Same,Female,Slightly Conservative,Most Of The Time,Several Times Daily,White
6718,Same,Female,Extremely Liberal,Never,Never,Black
327,Same,Female,,,Several Times Daily,Other
3163,Same,Female,Conservative,,Several Times Daily,White
1395,Same,Male,Conservative,,Several Times Daily,White
188,Same,Male,Conservative,,Never,White
325,Same,Male,Moderate,,Once A Week Or Less,White
5716,Same,Female,Moderate,Some of the Time,Several Times Daily,Other
4105,Same,Female,Slightly Conservative,Never,Once Daily,Other
322,Same,Male,,Never,Few Times A Week,White
3681,Same,Female,Slightly Conservative,Half of the Time,Few Times A Week,White
362,Same,Female,,,Once Daily,Black
1195,Same,Female,Slightly Conservative,Always,Several Times Daily,Other
763,Same,Male,Slightly Liberal,Never,Once Daily,White
6832,Same,Female,Liberal,,Few Times A Week,White
1656,Same,Male,Conservative,Half of the Time,Several Times Daily,White
24,Same,Female,,,Several Times Daily,White
4831,Same,Male,Moderate,,Few Times A Week,White
3374,Same,Female,Moderate,Some of the Time,Once Daily,White
1522,Same,Male,,Some of the Time,Once Daily,Hispanic
3183,Same,Male,Slightly Conservative,,Few Times A Week,Other
6264,Same,Male,Liberal,,Once A Week Or Less,Black
660,Same,Male,Moderate,,Once A Week Or Less,Black
3503,Same,Female,Moderate,Half of the Time,Once A Week Or Less,White
6204,Same,Male,Moderate,,Once Daily,White
5256,Same,Female,Conservative,Some of the Time,Once A Week Or Less,White
4838,Same,Female,Slightly Conservative,Some of the Time,Few Times A Week,White
6456,Same,Male,Conservative,,Several Times Daily,White
6209,Same,Male,Conservative,Some of the Time,Once A Week Or Less,White
3869,Same,Female,Extremely Conservative,Never,Several Times Daily,White
1649,Same,Female,,Some of the Time,Few Times A Week,Black
4277,Same,Male,Moderate,Some of the Time,Several Times Daily,White
4088,Same,Male,Conservative,Most Of The Time,Few Times A Week,White
5765,Same,Male,Slightly Conservative,,Once A Week Or Less,White
50,Same,Female,Conservative,,Once Daily,Other
5257,Same,Male,Moderate,,Several Times Daily,Black
5078,Same,Female,Moderate,Never,Few Times A Week,Black
556,Same,Male,Moderate,,Several Times Daily,Black
307,Same,Male,Slightly Conservative,Some of the Time,Once A Week Or Less,Hispanic
6223,Same,Male,Slightly Conservative,Half of the Time,Once A Week Or Less,White
45,Same,Female,Conservative,,Few Times A Week,White
6224,Same,Female,Conservative,,Once A Week Or Less,White
5789,Same,Female,Conservative,,Once Daily,White
4378,Same,Male,Liberal,,Once Daily,Black
5346,Same,Female,Moderate,Some of the Time,Several Times Daily,Hispanic
3001,Same,Male,Liberal,Half of the Time,Once Daily,Other
6526,Same,Male,Moderate,Some of the Time,Never,White
3498,Same,Male,Moderate,Half of the Time,Few Times A Week,White
6785,Same,Female,Moderate,Half of the Time,Never,Hispanic
917,Same,Male,Conservative,Some of the Time,Several Times Daily,White
4325,Same,Female,Moderate,,Several Times Daily,Black
5089,Same,Male,Moderate,Half of the Time,Once A Week Or Less,Black
6094,Same,Male,Conservative,,Several Times Daily,White
3325,Same,Female,Conservative,,Once A Week Or Less,White
6577,Same,Female,Moderate,Some of the Time,Few Times A Week,White
436,Same,Female,,Never,Few Times A Week,White
1718,Same,Male,Liberal,,Several Times Daily,Other
3118,Same,Female,Moderate,,Few Times A Week,White
5539,Same,Male,Moderate,Half of the Time,Never,White
4187,Same,Female,Moderate,Most Of The Time,Once A Week Or Less,Hispanic
549,Same,Female,Conservative,Most Of The Time,Several Times Daily,Black
4113,Same,Female,Conservative,Some of the Time,Several Times Daily,White
289,Same,Male,Conservative,Some of the Time,Several Times Daily,White
1279,Same,Female,Moderate,,Few Times A Week,White
4512,Same,Male,Slightly Conservative,Half of the Time,Once Daily,Black
6211,Same,Female,Conservative,,Several Times Daily,White
6827,Same,Male,Slightly Conservative,,Once A Week Or Less,Black
1930,Same,Male,Moderate,,Few Times A Week,Hispanic
293,Same,Female,,,Never,White
292,Same,Male,,Half of the Time,Once A Week Or Less,White
5435,Same,Male,Slightly Conservative,,Few Times A Week,White
829,Same,Male,Slightly Conservative,,Never,White
1749,Same,Male,Conservative,,Once Daily,White
5608,Same,Female,Moderate,Some of the Time,Once Daily,White
479,Same,Female,,,Once A Week Or Less,White
446,Same,Male,Moderate,,Once A Week Or Less,White
815,Same,Male,Conservative,Some of the Time,Several Times Daily,Hispanic
1779,Same,Female,,Some of the Time,Once A Week Or Less,White
6739,Same,Male,Moderate,Half of the Time,Several Times Daily,Black
5397,Same,Male,Conservative,,Several Times Daily,White
491,Same,Male,Moderate,,Never,White
5941,Same,Female,Moderate,,Several Times Daily,Other
6045,Same,Male,Slightly Liberal,,Never,White
146,Same,Female,Slightly Conservative,Some of the Time,Several Times Daily,Black
1428,Same,Female,Liberal,Some of the Time,Several Times Daily,Black
6426,Same,Female,Moderate,,Once Daily,White
417,Same,Male,,,Several Times Daily,White
1424,Same,Female,Conservative,,Several Times Daily,Black
4554,Same,Male,Liberal,,Never,White
5813,Same,Female,Conservative,,Few Times A Week,White
271,Same,Female,Slightly Conservative,,Never,White
3652,Same,Female,Conservative,,Several Times Daily,White
269,Same,Male,Moderate,Some of the Time,Once A Week Or Less,White
172,Same,Male,Moderate,,Never,White
6005,Same,Female,Extremely Conservative,,Several Times Daily,White
6432,Same,Male,Conservative,Some of the Time,Once Daily,White
329,Same,Female,Extremely Conservative,Some of the Time,Several Times Daily,White
6854,Same,Female,Extremely Conservative,,Several Times Daily,White
3363,Same,Male,Slightly Conservative,,Few Times A Week,
3427,Same,Male,Slightly Conservative,Some of the Time,Once A Week Or Less,White
736,Same,Male,Liberal,,Never,White
3835,Same,Male,Conservative,Some of the Time,Few Times A Week,White
3995,Same,Female,Moderate,Some of the Time,Few Times A Week,Other
5425,Same,Male,Conservative,,Few Times A Week,Hispanic
3952,Same,Male,Extremely Conservative,,Several Times Daily,Other
5060,Same,Female,Conservative,Some of the Time,Few Times A Week,White
3570,Same,Male,Slightly Conservative,,Several Times Daily,White
1637,Same,Female,,,Several Times Daily,White
6185,Same,Female,Moderate,Half of the Time,Once A Week Or Less,Hispanic
6276,Same,Male,Liberal,Some of the Time,Once A Week Or Less,White
820,Same,Female,Liberal,Some of the Time,Once Daily,Black
1712,Same,Male,,,Once A Week Or Less,Hispanic
4970,Same,Male,Moderate,,Never,White
5205,Same,Male,Moderate,Half of the Time,Few Times A Week,Hispanic
4083,Same,Male,Moderate,Half of the Time,Once A Week Or Less,White
1610,Same,Male,Extremely Conservative,,Never,White
219,Same,Male,Conservative,,Few Times A Week,White
1994,Same,Female,Slightly Liberal,,Never,White
255,Same,Male,Liberal,Half of the Time,Several Times Daily,White
4984,Same,Female,Moderate,Most Of The Time,Few Times A Week,Black
734,Same,Female,Moderate,Most Of The Time,Several Times Daily,Other
1212,Same,Female,,,Several Times Daily,Black
4834,Same,Female,Extremely Conservative,,Several Times Daily,Hispanic
6613,Same,Male,Moderate,Some of the Time,Never,White
6405,Same,Male,Conservative,Some of the Time,Several Times Daily,White
3746,Same,Female,Liberal,,Several Times Daily,Black
1272,Same,Female,Moderate,Half of the Time,Several Times Daily,White
5142,Same,Male,Extremely Liberal,Some of the Time,Never,White
2047,Same,Female,Slightly Liberal,Some of the Time,Once A Week Or Less,White
181,Same,Male,Conservative,,Once A Week Or Less,White
3554,Same,Female,Moderate,,Several Times Daily,White
5246,Same,Female,Moderate,Some of the Time,Several Times Daily,Black
6376,Same,Male,Liberal,Some of the Time,Never,White
3478,Same,Male,Slightly Conservative,Some of the Time,Once A Week Or Less,White
4038,Same,Male,Conservative,Some of the Time,Several Times Daily,White
6332,Same,Male,Extremely Conservative,Some of the Time,Never,White
6333,Same,Female,Moderate,,Once Daily,White
6255,Same,Female,Extremely Conservative,Always,Several Times Daily,Black
6616,Same,Male,Extremely Liberal,,Once A Week Or Less,Hispanic
20,Same,Female,Slightly Liberal,Most Of The Time,Several Times Daily,Other
600,Same,Male,,,Once A Week Or Less,Black
6391,Same,Female,Moderate,,Few Times A Week,Hispanic
1654,Same,Female,Moderate,Some of the Time,Several Times Daily,Black
3178,Same,Female,Moderate,,Several Times Daily,White
515,Same,Male,,Half of the Time,Never,Hispanic
5536,Same,Male,Extremely Liberal,Most Of The Time,Never,White
3093,Same,Male,Moderate,,Once A Week Or Less,Other
3082,Same,Female,Conservative,,Never,White
848,Same,Male,Conservative,,Once Daily,Hispanic
679,Same,Male,,,Few Times A Week,Hispanic
3040,Same,Male,Slightly Liberal,,Never,White
5389,Same,Male,Conservative,,Once Daily,Other
6396,Same,Female,Moderate,,Several Times Daily,White
244,Same,Male,Moderate,Some of the Time,Once A Week Or Less,Black
4246,Same,Male,Slightly Liberal,Some of the Time,Once A Week Or Less,White
870,Same,Male,Conservative,,Never,White
6354,Same,Female,Conservative,,Few Times A Week,White
3958,Same,Female,Conservative,,Few Times A Week,White
6488,Same,Female,Moderate,,Once Daily,White
3206,Same,Female,Moderate,,Once A Week Or Less,White
3991,Same,Female,Conservative,Some of the Time,Several Times Daily,White
1597,Same,Female,Slightly Conservative,Some of the Time,Several Times Daily,White
6390,Same,Female,Moderate,,Once A Week Or Less,White
1963,Same,Female,Liberal,Most Of The Time,Once A Week Or Less,Hispanic
78,Same,Female,,Half of the Time,Several Times Daily,White
6781,Same,Male,Moderate,,Once Daily,White
227,Same,Male,Liberal,Some of the Time,Few Times A Week,Other
5859,Same,Male,Conservative,Some of the Time,Once A Week Or Less,Black
4948,Same,Female,Liberal,,Never,Black
330,Same,Female,Slightly Conservative,,Never,Other
5806,Same,Female,Conservative,,Several Times Daily,Other
1361,Same,Female,,Most Of The Time,Several Times Daily,Black
5750,Same,Female,Moderate,,Several Times Daily,Black
233,Same,Female,,Some of the Time,Never,White
5016,Same,Male,Extremely Conservative,,Never,White
1661,Same,Female,Slightly Conservative,,Once Daily,White
6552,Same,Female,Liberal,,Never,White
3697,Same,Male,Slightly Conservative,Some of the Time,Never,Hispanic
6735,Same,Male,Conservative,Half of the Time,Few Times A Week,Hispanic
3314,Same,Male,Moderate,Half of the Time,Few Times A Week,White
1525,Same,Male,Moderate,Half of the Time,Once A Week Or Less,Hispanic
3587,Same,Male,Slightly Conservative,,Never,Hispanic
965,Same,Female,Moderate,Most Of The Time,Several Times Daily,Black
1564,Same,Male,,Half of the Time,Several Times Daily,Other
4887,Same,Male,Moderate,,Few Times A Week,Hispanic
700,Same,Female,,,Few Times A Week,Hispanic
5333,Same,Male,Slightly Conservative,Some of the Time,Once Daily,White
1533,Same,Male,Moderate,Some of the Time,Several Times Daily,Hispanic
5251,Same,Female,Conservative,Some of the Time,Several Times Daily,White
6407,Same,Male,Moderate,Most Of The Time,Never,White
3007,Same,Male,Conservative,Some of the Time,Few Times A Week,White
5248,Same,Male,Slightly Conservative,Some of the Time,Once Daily,Black
4243,Same,Male,Moderate,,Once Daily,White
97,Same,Female,Moderate,Some of the Time,Several Times Daily,White
784,Same,Male,Liberal,,Once A Week Or Less,White
6667,Same,Female,Slightly Conservative,Half of the Time,Several Times Daily,White
3203,Same,Male,Moderate,Some of the Time,Several Times Daily,Other
918,Same,Male,Conservative,,Few Times A Week,White
5238,Same,Female,Slightly Conservative,Half of the Time,Few Times A Week,Hispanic
4080,Same,Male,Liberal,,Few Times A Week,Black
5141,Same,Male,Moderate,,Several Times Daily,Hispanic
5764,Same,Female,Slightly Conservative,,Once A Week Or Less,White
5874,Same,Female,Slightly Liberal,,Never,Hispanic
6708,Same,Male,Conservative,,Once A Week Or Less,White
5897,Same,Male,Slightly Conservative,,Once A Week Or Less,White
308,Same,Male,Conservative,,Several Times Daily,Hispanic
553,Same,Male,,Half of the Time,Several Times Daily,Black
6606,Same,Male,Conservative,Half of the Time,Few Times A Week,White
6771,Same,Female,Moderate,Some of the Time,Once Daily,White
4858,Same,Male,Slightly Liberal,Some of the Time,Once A Week Or Less,White
3579,Same,Male,Conservative,,Never,White
6206,Same,Male,Moderate,,Few Times A Week,White
3597,Same,Female,Moderate,Some of the Time,Several Times Daily,White
3974,Same,Male,Conservative,,Few Times A Week,White
1948,Same,Female,,Some of the Time,Several Times Daily,Other
1986,Same,Male,Conservative,Half of the Time,Never,Hispanic
5833,Same,Female,Slightly Conservative,,Few Times A Week,White
1988,Same,Female,Liberal,,Few Times A Week,Hispanic
6201,Same,Female,Moderate,,Once Daily,White
1990,Same,Male,Liberal,Some of the Time,Several Times Daily,White
1047,Same,Male,,Half of the Time,Once A Week Or Less,White
4863,Same,Female,Slightly Liberal,Half of the Time,Once A Week Or Less,White
3627,Same,Male,Conservative,Some of the Time,Several Times Daily,White
425,Same,Male,Slightly Conservative,,Several Times Daily,White
1997,Same,Female,,,Once Daily,White
1999,Same,Female,Moderate,,Few Times A Week,White
728,Same,Male,Conservative,,Once A Week Or Less,White
2002,Same,Male,Slightly Liberal,Some of the Time,Never,Hispanic
1012,Same,Female,,Some of the Time,Few Times A Week,Other
5487,Same,Female,Moderate,Some of the Time,Once A Week Or Less,Black
6533,Same,Male,Liberal,Some of the Time,Never,
931,Same,Male,Moderate,Half of the Time,Once Daily,White
3760,Same,Female,,,Several Times Daily,White
4468,Same,Female,Slightly Liberal,,Once Daily,Hispanic
3466,Same,Female,Slightly Conservative,Half of the Time,Once Daily,White
4727,Same,Female,Moderate,,Once Daily,White
3273,Same,Female,Moderate,Most Of The Time,Few Times A Week,Black
4071,Same,Male,Moderate,Some of the Time,Once A Week Or Less,Black
1351,Same,Male,,Some of the Time,Several Times Daily,Black
1309,Same,Male,,,Never,Other
4704,Same,Female,Conservative,Some of the Time,Several Times Daily,White
1829,Same,Male,Slightly Conservative,,Once Daily,Hispanic
6035,Same,Male,Liberal,Half of the Time,Once Daily,Hispanic
5801,Same,Male,Conservative,,Several Times Daily,White
6489,Same,Male,Slightly Conservative,,Once A Week Or Less,White
373,Same,Male,Conservative,Most Of The Time,Once A Week Or Less,White
3122,Same,Female,Conservative,Some of the Time,Several Times Daily,White
192,Same,Female,Moderate,Half of the Time,Several Times Daily,White
3149,Same,Female,Conservative,,Several Times Daily,White
2033,Same,Male,Conservative,,Several Times Daily,White
23,Same,Male,Slightly Liberal,Half of the Time,Few Times A Week,White
1162,Same,Male,Moderate,Some of the Time,Never,White
5422,Same,Female,Extremely Conservative,,Several Times Daily,White
3521,Same,Male,Conservative,Some of the Time,Several Times Daily,White
5429,Same,Male,Liberal,Always,Few Times A Week,White
594,Same,Female,Moderate,Some of the Time,Once A Week Or Less,Black
6283,Same,Male,Moderate,,Several Times Daily,Black
5829,Same,Male,Conservative,Some of the Time,Several Times Daily,Hispanic
397,Same,Female,Liberal,,Once Daily,White
4763,Same,Female,Conservative,,Several Times Daily,White
1765,Same,Female,Extremely Conservative,,Several Times Daily,White
1500,Same,Male,Slightly Liberal,,Several Times Daily,Other
3079,Same,Female,Slightly Conservative,Half of the Time,Several Times Daily,White
6205,Same,Male,Conservative,,Once A Week Or Less,Hispanic
5212,Same,Male,Moderate,Never,Never,Black
5130,Same,Female,Extremely Liberal,,Once Daily,Black
1127,Same,Female,Moderate,,Several Times Daily,White
400,Same,Female,Extremely Liberal,,Few Times A Week,Hispanic
3005,Same,Male,Slightly Conservative,Some of the Time,Never,Hispanic
1697,Same,Male,Liberal,,Once A Week Or Less,White
5830,Same,Male,Moderate,Some of the Time,Few Times A Week,White
3011,Same,Male,Conservative,Never,Few Times A Week,White
5411,Same,Male,Moderate,Half of the Time,Once A Week Or Less,Black
1865,Same,Male,,,Few Times A Week,White
4149,Same,Male,Conservative,,Several Times Daily,White
4393,Same,Female,Extremely Conservative,Half of the Time,Several Times Daily,White
3016,Same,Male,Conservative,Never,Several Times Daily,White
5279,Same,Male,Extremely Liberal,,Several Times Daily,White
356,Same,Male,Moderate,,Once Daily,Other
4107,Same,Male,Conservative,Never,Never,White
722,Same,Female,Slightly Liberal,,Several Times Daily,Hispanic
474,Same,Female,Conservative,Half of the Time,Once Daily,White
896,Same,Male,,,Several Times Daily,Hispanic
5014,Same,Female,Moderate,,Once Daily,White
3872,Same,Male,Conservative,,Few Times A Week,White
4888,Same,Male,Slightly Liberal,,Once Daily,White
6774,Same,Male,Moderate,Some of the Time,Once A Week Or Less,White
1923,Same,Female,Moderate,Half of the Time,Several Times Daily,Other
3185,Same,Female,Moderate,Half of the Time,Once A Week Or Less,Black
3294,Same,Male,Slightly Conservative,Some of the Time,Once A Week Or Less,White
6595,Same,Female,Conservative,,Once A Week Or Less,White
6485,Same,Male,Moderate,,Once A Week Or Less,White
1122,Same,Male,Liberal,Half of the Time,Few Times A Week,White
4180,Same,Female,Moderate,Half of the Time,Once A Week Or Less,White
3992,Same,Male,Moderate,,Several Times Daily,White
3045,Same,Male,Conservative,Some of the Time,Few Times A Week,White
1201,Same,Male,Conservative,Most Of The Time,Few Times A Week,Black
4472,Same,Female,Conservative,,Several Times Daily,White
6545,Same,Male,Conservative,,Once Daily,White
4875,Same,Male,Conservative,,Few Times A Week,White
3480,Same,Female,Liberal,,Once Daily,Black
3581,Same,Male,Moderate,,Never,White
3056,Same,Male,Slightly Liberal,Most Of The Time,Never,White
3144,Same,Female,Slightly Conservative,,Several Times Daily,Hispanic
4503,Same,Male,Moderate,,Few Times A Week,White
5544,Same,Female,Slightly Liberal,,Never,White
6187,Same,Male,Moderate,,Several Times Daily,White
3799,Same,Female,Conservative,Half of the Time,Once A Week Or Less,White
4537,Same,Male,Conservative,,Once Daily,White
3717,Same,Female,Conservative,Some of the Time,Once Daily,White
3590,Same,Female,Slightly Conservative,,Few Times A Week,White
26,Same,Male,Moderate,Some of the Time,Several Times Daily,White
3069,Same,Male,Conservative,Some of the Time,Once Daily,White
6345,Same,Male,Conservative,Some of the Time,Several Times Daily,White
1868,Same,Female,Moderate,Most Of The Time,Few Times A Week,Hispanic
4783,Same,Male,Slightly Conservative,,Never,Other
5828,Same,Female,Conservative,Some of the Time,Once A Week Or Less,White
5418,Same,Female,Extremely Conservative,,Once Daily,White
3509,Same,Female,Slightly Liberal,Never,Few Times A Week,White
3309,Same,Male,Slightly Liberal,,Once Daily,Hispanic
925,Same,Female,,,Once Daily,Other
5729,Same,Female,Moderate,Some of the Time,Never,White
1856,Same,Male,,,Once Daily,Black
6402,Same,Female,Moderate,,Once Daily,Hispanic
392,Same,Female,Extremely Conservative,Never,Several Times Daily,White
1861,Same,Female,Conservative,,Once A Week Or Less,Other
4037,Same,Female,Extremely Conservative,,Several Times Daily,White
1982,Same,Female,Conservative,,Several Times Daily,White
3886,Same,Male,Conservative,,Several Times Daily,White
1971,Same,Male,Slightly Conservative,Some of the Time,Never,White
1817,Same,Male,Slightly Conservative,Half of the Time,Several Times Daily,Black
1860,Same,Male,Conservative,Some of the Time,Never,White
1784,Same,Female,Moderate,Half of the Time,Once A Week Or Less,Other
1857,Same,Male,Extremely Conservative,,Once A Week Or Less,Black
5350,Same,Female,Conservative,Some of the Time,Several Times Daily,White
3099,Same,Female,Slightly Conservative,Some of the Time,Once Daily,White
6123,Same,Female,Slightly Liberal,,Few Times A Week,Black
3569,Same,Male,Moderate,Never,Few Times A Week,White
6455,Same,Male,Moderate,Half of the Time,Several Times Daily,White
3103,Same,Female,Extremely Conservative,Some of the Time,Several Times Daily,White
6150,Same,Female,Liberal,Half of the Time,Never,White
1590,Same,Female,Liberal,Never,Once Daily,Hispanic
3106,Same,Female,Slightly Conservative,Never,Few Times A Week,White
1768,Same,Male,Conservative,,,White
3721,Same,Female,Slightly Conservative,,Several Times Daily,White
5378,Same,Female,Slightly Conservative,,Few Times A Week,White
5474,Same,Male,Slightly Liberal,,Once A Week Or Less,White
5586,Same,Female,Extremely Conservative,Some of the Time,Several Times Daily,White
4557,Same,Male,Moderate,,Never,White
3941,Same,Female,Conservative,Some of the Time,Never,White
5126,Same,Female,Conservative,Half of the Time,Several Times Daily,White
3117,Same,Male,Moderate,,Once A Week Or Less,Black
5198,Same,Male,Moderate,Never,Few Times A Week,White
5025,Same,Male,Extremely Liberal,,Never,Hispanic
5331,Same,Female,Conservative,Some of the Time,Several Times Daily,Other
3230,Same,Male,Extremely Conservative,Some of the Time,Once Daily,White
4528,Same,Female,Liberal,,Several Times Daily,White
3484,Same,Female,Moderate,Some of the Time,Once Daily,White
3565,Same,Female,Conservative,Some of the Time,Few Times A Week,White
4788,Same,Male,Slightly Liberal,,Once A Week Or Less,Hispanic
1541,Same,Male,Slightly Conservative,Some of the Time,Several Times Daily,White
5543,Same,Male,Slightly Liberal,,Once A Week Or Less,Hispanic
885,Same,Female,,,Several Times Daily,Black
4250,Same,Male,Liberal,,Once Daily,Black
3683,Same,Female,Moderate,,Once Daily,White
2046,Same,Female,Moderate,Half of the Time,Once A Week Or Less,White
970,Same,Male,Liberal,,Several Times Daily,Black
3959,Same,Female,Conservative,Never,Once A Week Or Less,White
5556,Same,Female,Conservative,Some of the Time,Several Times Daily,White
3148,Same,Male,Moderate,,Never,White
554,Same,Female,Slightly Liberal,,Several Times Daily,Other
5991,Same,Female,Conservative,Some of the Time,Several Times Daily,White
1583,Same,Female,Moderate,Some of the Time,Several Times Daily,White
5505,Same,Male,Conservative,Some of the Time,Once Daily,White
1619,Same,Female,Conservative,,Several Times Daily,White
3128,Same,Male,Slightly Liberal,Some of the Time,Never,Other
3706,Same,Female,Conservative,,Several Times Daily,White
6589,Same,Male,Slightly Liberal,,Few Times A Week,Hispanic
1832,Same,Female,,,Once A Week Or Less,Hispanic
447,Same,Female,,Most Of The Time,Once Daily,White
25,Same,Male,Slightly Conservative,,Several Times Daily,White
1501,Same,Female,Moderate,,Several Times Daily,White
1821,Same,Female,,,Few Times A Week,Black
1818,Same,Female,,Most Of The Time,Several Times Daily,Black
1313,Same,Female,Slightly Liberal,Some of the Time,Once Daily,Black
3364,Same,Male,Moderate,,Once A Week Or Less,White
4283,Same,Male,Slightly Conservative,Some of the Time,Never,Hispanic
6676,Same,Male,Slightly Conservative,,Several Times Daily,White
6308,Same,Female,Conservative,,Once Daily,White
3368,Same,Female,Slightly Conservative,Some of the Time,Few Times A Week,White
1812,Same,Female,Extremely Liberal,Some of the Time,Several Times Daily,Black
550,Same,Male,,,Several Times Daily,Black
3977,Same,Male,Slightly Conservative,Some of the Time,Never,White
3182,Same,Male,Liberal,Half of the Time,Several Times Daily,White
6200,Same,Female,Moderate,Some of the Time,Once Daily,White
6621,Same,Female,Slightly Liberal,Some of the Time,Few Times A Week,White
3375,Same,Male,Conservative,,Several Times Daily,White
4946,Same,Female,Conservative,,Several Times Daily,White
3993,Same,Male,Conservative,,Once Daily,White
956,Same,Female,Moderate,,Few Times A Week,White
435,Same,Male,Moderate,,Once Daily,White
5054,Same,Female,Moderate,Some of the Time,Several Times Daily,White
1805,Same,Male,,Most Of The Time,Once Daily,Black
1615,Same,Female,Moderate,,Several Times Daily,White
1132,Same,Female,Liberal,,Several Times Daily,Black
3194,Same,Male,Conservative,Some of the Time,Once Daily,White
1470,Same,Female,Moderate,,Once Daily,Hispanic
6051,Same,Female,Conservative,Some of the Time,Once A Week Or Less,White
3197,Same,Male,Slightly Conservative,,Few Times A Week,White
3204,Same,Male,Moderate,Some of the Time,Once Daily,White
3015,Same,Male,Conservative,,Several Times Daily,White
3202,Same,Female,Liberal,,Never,White
951,Same,Male,,Half of the Time,Once A Week Or Less,Hispanic
1966,Same,Male,Moderate,Never,Once Daily,Black
684,Same,Male,,Never,,Other
3209,Same,Male,Conservative,,Once A Week Or Less,White
3210,Same,Female,Slightly Liberal,Some of the Time,Once A Week Or Less,White
5574,Same,Male,Slightly Conservative,Some of the Time,Once Daily,Other
1913,Same,Male,,,Once Daily,Hispanic
1652,Same,Female,Slightly Conservative,Half of the Time,Few Times A Week,Black
4280,Same,Male,Moderate,Some of the Time,Few Times A Week,Other
5850,Same,Male,Slightly Conservative,,Few Times A Week,White
3216,Same,Female,Slightly Liberal,,Once A Week Or Less,White
3885,Same,Female,Conservative,Some of the Time,Several Times Daily,White
1294,Same,Male,Moderate,Some of the Time,Once Daily,White
3406,Same,Male,Slightly Conservative,,Never,White
1673,Same,Male,Conservative,Some of the Time,Several Times Daily,White
5895,Same,Male,Moderate,Some of the Time,Few Times A Week,White
3917,Same,Female,Conservative,,Once A Week Or Less,White
5722,Same,Female,Slightly Conservative,Some of the Time,Few Times A Week,Other
57,Same,Female,Slightly Conservative,Most Of The Time,Few Times A Week,Hispanic
3376,Same,Female,Moderate,Some of the Time,Once A Week Or Less,White
4623,Same,Male,Conservative,Some of the Time,Several Times Daily,White
3234,Same,Female,Conservative,Never,Few Times A Week,White
87,Same,Female,,,Few Times A Week,Black
3788,Same,Female,Moderate,Half of the Time,Several Times Daily,Other
1283,Same,Male,Extremely Liberal,,Never,White
3243,Same,Male,Moderate,,Several Times Daily,White
3671,Same,Male,Moderate,Most Of The Time,Once Daily,White
282,Same,Female,Moderate,,Few Times A Week,White
4304,Same,Male,Slightly Conservative,,Several Times Daily,White
1935,Same,Male,Moderate,Some of the Time,Once A Week Or Less,Black
1651,Same,Male,Moderate,Some of the Time,,White
4321,Same,Female,Extremely Conservative,Some of the Time,Several Times Daily,White
5860,Same,Male,Conservative,,Once Daily,White
365,Same,Female,Slightly Conservative,Never,Several Times Daily,White
5274,Same,Female,Moderate,Half of the Time,Never,Hispanic
3302,Same,Female,Slightly Liberal,,Never,White
3257,Same,Male,Slightly Conservative,Never,Once A Week Or Less,White
2037,Same,Female,Moderate,,Several Times Daily,White
4351,Same,Male,Conservative,Some of the Time,Once A Week Or Less,Black
3326,Same,Male,Conservative,,Once Daily,White
1608,Same,Female,,Half of the Time,Several Times Daily,White
1346,Same,Female,,,Several Times Daily,Black
4337,Same,Female,Conservative,Half of the Time,Several Times Daily,White
1883,Same,Male,Conservative,,Several Times Daily,White
186,Same,Male,Liberal,Some of the Time,Once Daily,White
3914,Same,Male,Conservative,Some of the Time,Once Daily,White
179,Same,Female,Moderate,,Several Times Daily,White
1307,Same,Female,,Half of the Time,Several Times Daily,Black
1612,Same,Female,Moderate,Some of the Time,Once Daily,White
1769,Same,Male,Moderate,Most Of The Time,Once Daily,White
5214,Same,Male,Moderate,Half of the Time,Several Times Daily,White
5762,Same,Female,Moderate,,Several Times Daily,White
3281,Same,Female,Conservative,,Several Times Daily,White
4462,Same,Female,Conservative,Some of the Time,Few Times A Week,White
5804,Same,Female,Slightly Liberal,Some of the Time,Few Times A Week,White
4298,Same,Male,Conservative,,Once Daily,White
3285,Same,Male,Slightly Conservative,Some of the Time,Once A Week Or Less,White
6729,Same,Female,Liberal,,Few Times A Week,White
1510,Same,Male,Conservative,Most Of The Time,Once Daily,Hispanic
6436,Same,Male,Moderate,Half of the Time,Several Times Daily,Black
1848,Same,Male,,Some of the Time,Several Times Daily,Hispanic
1703,Same,Female,Slightly Liberal,,Once Daily,White
3404,Same,Male,Conservative,Never,Several Times Daily,White
1884,Same,Male,Slightly Liberal,Some of the Time,Once A Week Or Less,Hispanic
3295,Same,Male,Conservative,,Once Daily,White
3077,Same,Male,Extremely Conservative,,Once A Week Or Less,White
1782,Same,Male,Slightly Liberal,,Several Times Daily,Black
1063,Same,Female,Conservative,,Several Times Daily,White
1924,Same,Male,Liberal,Some of the Time,Few Times A Week,Hispanic
1498,Same,Male,Moderate,Most Of The Time,Once A Week Or Less,White
5370,Same,Male,Slightly Conservative,,Once A Week Or Less,White
166,Same,Female,Conservative,Never,Several Times Daily,White
